Zip Code,Location
75563,"Linden, Texas"
75701,"Tyler, Texas"
75757,"Bullard, Texas"
75765,"Hawkins, Texas"
75831,"Buffalo, Texas"
75856,"Pennington, Texas"
75978,"Woden, Texas"
76010,"Arlington, Texas"
76041,"Forreston, Texas"
76055,"Itasca, Texas"
76104,"Fort Worth, Texas"
76109,"Fort Worth, Texas"
76115,"Fort Worth, Texas"
76209,"Denton, Texas"
76251,"Montague, Texas"
76271,"Tioga, Texas"
76306,"Wichita Falls, Texas"
76366,"Holliday, Texas"
76450,"Graham, Texas"
76490,"Whitt, Texas"
76549,"Killeen, Texas"
76624,"Axtell, Texas"
76629,"Bremond, Texas"
76798,"Waco, Texas"
76844,"Goldthwaite, Texas"
76864,"Mullin, Texas"
76882,"Talpa, Texas"
77043,"Houston, Texas"
77058,"Houston, Texas"
77301,"Conroe, Texas"
77358,"New Waverly, Texas"
77359,"Oakhurst, Texas"
77470,"Rock Island, Texas"
77473,"San Felipe, Texas"
77510,"Santa Fe, Texas"
77521,"Baytown, Texas"
77530,"Channelview, Texas"
77565,"Kemah, Texas"
77573,"League City, Texas"
77614,"Deweyville, Texas"
77656,"Silsbee, Texas"
77663,"Village Mills, Texas"
77872,"North Zulch, Texas"
77963,"Goliad, Texas"
77973,"Mcfaddin, Texas"
77976,"Nursery, Texas"
77988,"Telferner, Texas"
78002,"Atascosa, Texas"
78073,"Von Ormy, Texas"
78104,"Beeville, Texas"
78210,"San Antonio, Texas"
78212,"San Antonio, Texas"
78230,"San Antonio, Texas"
78234,"Jbsa Ft Sam Houston, Texas"
78352,"Edroy, Texas"
78380,"Robstown, Texas"
78624,"Fredericksburg, Texas"
78634,"Hutto, Texas"
78636,"Johnson City, Texas"
78643,"Llano, Texas"
78670,"Staples, Texas"
78802,"Uvalde, Texas"
78860,"El Indio, Texas"
78879,"Rio Frio, Texas"
79018,"Channing, Texas"
79027,"Dimmitt, Texas"
79054,"Lefors, Texas"
79251,"Quail, Texas"
79255,"Quitaque, Texas"
79511,"Coahoma, Texas"
79533,"Lueders, Texas"
79846,"Redford, Texas"
79849,"San Elizario, Texas"
79924,"El Paso, Texas"
79930,"El Paso, Texas"
80019,"Aurora, Colorado"
80102,"Bennett, Colorado"
80107,"Elizabeth, Colorado"
80136,"Strasburg, Colorado"
80202,"Denver, Colorado"
80210,"Denver, Colorado"
80214,"Denver, Colorado"
80442,"Fraser, Colorado"
80446,"Granby, Colorado"
80473,"Rand, Colorado"
80651,"Platteville, Colorado"
80731,"Haxtun, Colorado"
80860,"Victor, Colorado"
80862,"Wild Horse, Colorado"
80908,"Colorado Springs, Colorado"
81023,"Beulah, Colorado"
81050,"La Junta, Colorado"
81327,"Lewis, Colorado"
81332,"Rico, Colorado"
81334,"Towaoc, Colorado"
81403,"Montrose, Colorado"
81653,"Slater, Colorado"
82638,"Hiland, Wyoming"
82832,"Banner, Wyoming"
82833,"Big Horn, Wyoming"
82925,"Cora, Wyoming"
83123,"La Barge, Wyoming"
83642,"Meridian, Idaho"
83661,"Payette, Idaho"
83686,"Nampa, Idaho"
84005,"Eagle Mountain, Utah"
84017,"Coalville, Utah"
84036,"Kamas, Utah"
84075,"Syracuse, Utah"
84534,"Montezuma Creek, Utah"
84624,"Delta, Utah"
84667,"Wales, Utah"
84741,"Kanab, Utah"
85083,"Phoenix, Arizona"
85331,"Cave Creek, Arizona"
85352,"Tacna, Arizona"
85533,"Clifton, Arizona"
85635,"Sierra Vista, Arizona"
85648,"Rio Rico, Arizona"
85701,"Tucson, Arizona"
85743,"Tucson, Arizona"
85750,"Tucson, Arizona"
86011,"Flagstaff, Arizona"
86321,"Bagdad, Arizona"
86535,"Dennehotso, Arizona"
87008,"Cedar Crest, New Mexico"
87024,"Jemez Pueblo, New Mexico"
87028,"La Joya, New Mexico"
87083,"Cochiti Lake, New Mexico"
87322,"Rehoboth, New Mexico"
87549,"Ojo Caliente, New Mexico"
87723,"Holman, New Mexico"
87747,"Springer, New Mexico"
87821,"Datil, New Mexico"
87901,"Truth Or Consequences, New Mexico"
88020,"Animas, New Mexico"
88033,"Fairacres, New Mexico"
88051,"Mule Creek, New Mexico"
88052,"Organ, New Mexico"
88056,"Rodeo, New Mexico"
88324,"Glencoe, New Mexico"
88344,"Pinon, New Mexico"
89060,"Pahrump, Nevada"
89130,"Las Vegas, Nevada"
89183,"Las Vegas, Nevada"
89413,"Glenbrook, Nevada"
90073,"Los Angeles, California"
90089,"Los Angeles, California"
90263,"Malibu, California"
90292,"Marina Del Rey, California"
90293,"Playa Del Rey, California"
90305,"Inglewood, California"
90720,"Los Alamitos, California"
91008,"Duarte, California"
91307,"West Hills, California"
91436,"Encino, California"
91711,"Claremont, California"
91724,"Covina, California"
92040,"Lakeside, California"
92067,"Rancho Santa Fe, California"
92086,"Warner Springs, California"
92116,"San Diego, California"
92145,"San Diego, California"
92273,"Seeley, California"
92314,"Big Bear City, California"
92346,"Highland, California"
92504,"Riverside, California"
92507,"Riverside, California"
92518,"March Air Reserve Base, California"
92536,"Aguanga, California"
92844,"Garden Grove, California"
92867,"Orange, California"
93015,"Fillmore, California"
93105,"Santa Barbara, California"
93239,"Kettleman City, California"
93258,"Porterville, California"
93277,"Visalia, California"
93292,"Visalia, California"
93410,"San Luis Obispo, California"
93501,"Mojave, California"
93527,"Inyokern, California"
93531,"Keene, California"
93622,"Firebaugh, California"
93635,"Los Banos, California"
93647,"Orosi, California"
93654,"Reedley, California"
93725,"Fresno, California"
93908,"Salinas, California"
93940,"Monterey, California"
94065,"Redwood City, California"
94066,"San Bruno, California"
94112,"San Francisco, California"
94525,"Crockett, California"
94539,"Fremont, California"
94574,"Saint Helena, California"
94703,"Berkeley, California"
94903,"San Rafael, California"
94956,"Point Reyes Station, California"
95128,"San Jose, California"
95205,"Stockton, California"
95348,"Merced, California"
95425,"Cloverdale, California"
95449,"Hopland, California"
95461,"Middletown, California"
95527,"Burnt Ranch, California"
95698,"Zamora, California"
95762,"El Dorado Hills, California"
95925,"Challenge, California"
96094,"Weed, California"
96760,"Kurtistown, Hawaii"
96863,"Mcbh Kaneohe Bay, Hawaii"
97013,"Canby, Oregon"
97030,"Gresham, Oregon"
97056,"Scappoose, Oregon"
97060,"Troutdale, Oregon"
97223,"Portland, Oregon"
97367,"Lincoln City, Oregon"
97391,"Toledo, Oregon"
97404,"Eugene, Oregon"
97620,"Adel, Oregon"
97710,"Fields, Oregon"
97813,"Athena, Oregon"
97835,"Helix, Oregon"
97867,"North Powder, Oregon"
98056,"Renton, Washington"
98115,"Seattle, Washington"
98155,"Seattle, Washington"
98251,"Gold Bar, Washington"
98260,"Langley, Washington"
98278,"Oak Harbor, Washington"
98371,"Puyallup, Washington"
98513,"Olympia, Washington"
98538,"Curtis, Washington"
98548,"Hoodsport, Washington"
98552,"Humptulips, Washington"
98558,"Mckenna, Washington"
98560,"Matlock, Washington"
98632,"Longview, Washington"
98813,"Bridgeport, Washington"
98902,"Yakima, Washington"
98939,"Parker, Washington"
99003,"Chattaroy, Washington"
99006,"Deer Park, Washington"
99034,"Tumtum, Washington"
99208,"Spokane, Washington"
99329,"Dixie, Washington"
99517,"Anchorage, Alaska"
99586,"Gakona, Alaska"
99651,"Platinum, Alaska"
99656,"Red Devil, Alaska"
99671,"Stebbins, Alaska"
31047,"Kathleen, Georgia"
31304,"Crescent, Georgia"
31561,"Sea Island, Georgia"
31637,"Lenox, Georgia"
31650,"Willacoochee, Georgia"
31815,"Lumpkin, Georgia"
32066,"Mayo, Florida"
32112,"Crescent City, Florida"
32117,"Daytona Beach, Florida"
32179,"Ocklawaha, Florida"
32331,"Greenville, Florida"
32509,"Pensacola, Florida"
32544,"Hurlburt Field, Florida"
32548,"Fort Walton Beach, Florida"
32776,"Sorrento, Florida"
32808,"Orlando, Florida"
33039,"Homestead, Florida"
33064,"Pompano Beach, Florida"
33067,"Pompano Beach, Florida"
33131,"Miami, Florida"
33177,"Miami, Florida"
33190,"Miami, Florida"
33483,"Delray Beach, Florida"
33484,"Delray Beach, Florida"
33543,"Wesley Chapel, Florida"
33604,"Tampa, Florida"
33624,"Tampa, Florida"
33713,"Saint Petersburg, Florida"
33760,"Clearwater, Florida"
34134,"Bonita Springs, Florida"
34210,"Bradenton, Florida"
34429,"Crystal River, Florida"
34638,"Land O'Lakes, Florida"
34689,"Tarpon Springs, Florida"
34731,"Fruitland Park, Florida"
34951,"Fort Pierce, Florida"
35064,"Fairfield, Alabama"
35068,"Fultondale, Alabama"
35117,"Mount Olive, Alabama"
35446,"Buhl, Alabama"
35470,"Livingston, Alabama"
35592,"Vernon, Alabama"
35601,"Decatur, Alabama"
35671,"Tanner, Alabama"
35803,"Huntsville, Alabama"
35901,"Gadsden, Alabama"
35968,"Fort Payne, Alabama"
35980,"Horton, Alabama"
36006,"Billingsley, Alabama"
36040,"Hayneville, Alabama"
36041,"Highland Home, Alabama"
36551,"Loxley, Alabama"
36569,"Saint Stephens, Alabama"
36723,"Boykin, Alabama"
36775,"Sardis, Alabama"
37025,"Bon Aqua, Tennessee"
37057,"Dixon Springs, Tennessee"
37058,"Dover, Tennessee"
37064,"Franklin, Tennessee"
37138,"Old Hickory, Tennessee"
37351,"Lupton City, Tennessee"
37367,"Pikeville, Tennessee"
37377,"Signal Mountain, Tennessee"
37385,"Tellico Plains, Tennessee"
37732,"Elgin, Tennessee"
37764,"Kodak, Tennessee"
37825,"New Tazewell, Tennessee"
37843,"Parrottsville, Tennessee"
37845,"Petros, Tennessee"
37924,"Knoxville, Tennessee"
38012,"Brownsville, Tennessee"
38133,"Memphis, Tennessee"
38201,"McKenzie, Tennessee"
38256,"Springville, Tennessee"
38318,"Buena Vista, Tennessee"
38326,"Counce, Tennessee"
38333,"Eva, Tennessee"
38347,"Jacks Creek, Tennessee"
38463,"Iron City, Tennessee"
38471,"Lutts, Tennessee"
38542,"Allred, Tennessee"
38554,"Crawford, Tennessee"
38622,"Crowder, Mississippi"
38670,"Sledge, Mississippi"
38674,"Tiplersville, Mississippi"
38761,"Moorhead, Mississippi"
38764,"Pace, Mississippi"
38824,"Baldwyn, Mississippi"
39066,"Edwards, Mississippi"
39078,"Georgetown, Mississippi"
39154,"Raymond, Mississippi"
39201,"Jackson, Mississippi"
39212,"Jackson, Mississippi"
39423,"Beaumont, Mississippi"
39426,"Carriere, Mississippi"
39635,"Fernwood, Mississippi"
39669,"Woodville, Mississippi"
39759,"Starkville, Mississippi"
39885,"Sasser, Georgia"
40010,"Buckner, Kentucky"
40033,"Lebanon, Kentucky"
40063,"Saint Mary, Kentucky"
40160,"Radcliff, Kentucky"
40219,"Louisville, Kentucky"
40280,"Louisville, Kentucky"
40380,"Stanton, Kentucky"
40409,"Brodhead, Kentucky"
40502,"Lexington, Kentucky"
40953,"Hinkle, Kentucky"
41002,"Augusta, Kentucky"
41062,"Minerva, Kentucky"
41159,"Martha, Kentucky"
41222,"Hagerhill, Kentucky"
41250,"Pilgrim, Kentucky"
41267,"Warfield, Kentucky"
41425,"Ezel, Kentucky"
41526,"Fords Branch, Kentucky"
41571,"Varney, Kentucky"
41804,"Blackey, Kentucky"
42023,"Bardwell, Kentucky"
42349,"Horse Branch, Kentucky"
42420,"Henderson, Kentucky"
42445,"Princeton, Kentucky"
42462,"Waverly, Kentucky"
42503,"Somerset, Kentucky"
42715,"Breeding, Kentucky"
42733,"Elk Horn, Kentucky"
42765,"Munfordville, Kentucky"
42776,"Sonora, Kentucky"
43006,"Brinkhaven, Ohio"
43037,"Martinsburg, Ohio"
43040,"Marysville, Ohio"
43061,"Ostrander, Ohio"
43082,"Westerville, Ohio"
43147,"Pickerington, Ohio"
43604,"Toledo, Ohio"
43738,"Fultonham, Ohio"
43762,"New Concord, Ohio"
43780,"Senecaville, Ohio"
44265,"Randolph, Ohio"
44423,"Hanoverton, Ohio"
44672,"Sebring, Ohio"
44677,"Smithville, Ohio"
44850,"New Haven, Ohio"
44881,"Sulphur Springs, Ohio"
45040,"Mason, Ohio"
45062,"Seven Mile, Ohio"
45207,"Cincinnati, Ohio"
45227,"Cincinnati, Ohio"
45231,"Cincinnati, Ohio"
45241,"Cincinnati, Ohio"
45316,"Clifton, Ohio"
45333,"Houston, Ohio"
45370,"Spring Valley, Ohio"
45789,"Wingett Run, Ohio"
45819,"Buckland, Ohio"
45838,"Elgin, Ohio"
45843,"Forest, Ohio"
45870,"New Hampshire, Ohio"
45886,"Scott, Ohio"
45895,"Wapakoneta, Ohio"
46030,"Arcadia, Indiana"
46035,"Colfax, Indiana"
46065,"Rossville, Indiana"
46166,"Paragon, Indiana"
46183,"West Newton, Indiana"
46307,"Crown Point, Indiana"
46323,"Hammond, Indiana"
46340,"Hanna, Indiana"
46350,"La Porte, Indiana"
46366,"North Judson, Indiana"
46368,"Portage, Indiana"
46402,"Gary, Indiana"
46409,"Gary, Indiana"
46504,"Bourbon, Indiana"
46511,"Culver, Indiana"
46721,"Butler, Indiana"
46763,"Laotto, Indiana"
46819,"Fort Wayne, Indiana"
46920,"Cutler, Indiana"
46923,"Delphi, Indiana"
46929,"Flora, Indiana"
46933,"Gas City, Indiana"
46953,"Marion, Indiana"
46958,"Mexico, Indiana"
47003,"West College Corner, Indiana"
47108,"Campbellsburg, Indiana"
47170,"Scottsburg, Indiana"
47352,"Lewisville, Indiana"
47384,"Shirley, Indiana"
47513,"Birdseye, Indiana"
47596,"Westphalia, Indiana"
47837,"Carbon, Indiana"
47904,"Lafayette, Indiana"
47974,"Perrysville, Indiana"
48009,"Birmingham, Michigan"
48146,"Lincoln Park, Michigan"
48157,"Luna Pier, Michigan"
48186,"Westland, Michigan"
48188,"Canton, Michigan"
48193,"Riverview, Michigan"
48195,"Southgate, Michigan"
48234,"Detroit, Michigan"
48242,"Detroit, Michigan"
48370,"Oxford, Michigan"
48375,"Novi, Michigan"
48430,"Fenton, Michigan"
48722,"Bridgeport, Michigan"
48739,"Hale, Michigan"
48765,"Turner, Michigan"
48806,"Ashley, Michigan"
48823,"East Lansing, Michigan"
48827,"Eaton Rapids, Michigan"
49026,"Bloomingdale, Michigan"
49031,"Cassopolis, Michigan"
49084,"Riverside, Michigan"
49252,"Litchfield, Michigan"
49255,"Montgomery, Michigan"
49331,"Lowell, Michigan"
49347,"Trufant, Michigan"
49423,"Holland, Michigan"
49425,"Holton, Michigan"
49428,"Jenison, Michigan"
49431,"Ludington, Michigan"
49453,"Saugatuck, Michigan"
49534,"Grand Rapids, Michigan"
49640,"Honor, Michigan"
49646,"Kalkaska, Michigan"
49663,"Manton, Michigan"
49682,"Suttons Bay, Michigan"
49720,"Charlevoix, Michigan"
49770,"Petoskey, Michigan"
49847,"Hermansville, Michigan"
49861,"Michigamme, Michigan"
50023,"Ankeny, Iowa"
50073,"Elkhart, Iowa"
50127,"Ira, Iowa"
50130,"Jewell, Iowa"
50226,"Polk City, Iowa"
50246,"Stanhope, Iowa"
50256,"Tracy, Iowa"
50586,"Somers, Iowa"
50602,"Allison, Iowa"
50647,"Janesville, Iowa"
50854,"Mount Ayr, Iowa"
51003,"Alton, Iowa"
51006,"Battle Creek, Iowa"
51012,"Cherokee, Iowa"
51016,"Correctionville, Iowa"
51053,"Schaller, Iowa"
51245,"Primghar, Iowa"
51246,"Rock Rapids, Iowa"
51341,"Gillett Grove, Iowa"
51365,"Wallingford, Iowa"
51449,"Lake City, Iowa"
51536,"Hancock, Iowa"
52048,"Garber, Iowa"
52053,"Holy Cross, Iowa"
52066,"North Buena Vista, Iowa"
52070,"Sabula, Iowa"
52155,"Lime Springs, Iowa"
52257,"Luzerne, Iowa"
52361,"Williamsburg, Iowa"
52362,"Wyoming, Iowa"
52405,"Cedar Rapids, Iowa"
52581,"Plano, Iowa"
52651,"Stockport, Iowa"
52727,"Bryant, Iowa"
53146,"New Berlin, Wisconsin"
53149,"Mukwonago, Wisconsin"
53167,"Rochester, Wisconsin"
53183,"Wales, Wisconsin"
53191,"Williams Bay, Wisconsin"
53195,"Zenda, Wisconsin"
53566,"Monroe, Wisconsin"
53571,"Morrisonville, Wisconsin"
53580,"Rewey, Wisconsin"
53599,"Woodford, Wisconsin"
53703,"Madison, Wisconsin"
53711,"Madison, Wisconsin"
53717,"Madison, Wisconsin"
53801,"Bagley, Wisconsin"
54229,"New Franken, Wisconsin"
54473,"Rosholt, Wisconsin"
54537,"Kennan, Wisconsin"
54540,"Land O'Lakes, Wisconsin"
54656,"Sparta, Wisconsin"
54726,"Boyd, Wisconsin"
54848,"Ladysmith, Wisconsin"
54853,"Luck, Wisconsin"
54865,"Port Wing, Wisconsin"
54870,"Sarona, Wisconsin"
54871,"Shell Lake, Wisconsin"
54933,"Embarrass, Wisconsin"
54966,"Plainfield, Wisconsin"
54967,"Poy Sippi, Wisconsin"
54968,"Princeton, Wisconsin"
54979,"Van Dyne, Wisconsin"
55006,"Braham, Minnesota"
55020,"Elko New Market, Minnesota"
55054,"Elko New Market, Minnesota"
55358,"Maple Lake, Minnesota"
55364,"Mound, Minnesota"
55374,"Rogers, Minnesota"
55402,"Minneapolis, Minnesota"
55410,"Minneapolis, Minnesota"
55444,"Minneapolis, Minnesota"
55602,"Brimson, Minnesota"
55609,"Knife River, Minnesota"
55616,"Two Harbors, Minnesota"
55710,"Britt, Minnesota"
55716,"Calumet, Minnesota"
55741,"Gilbert, Minnesota"
55769,"Nashwauk, Minnesota"
55811,"Duluth, Minnesota"
56020,"Conger, Minnesota"
56058,"Le Sueur, Minnesota"
56127,"Dunnell, Minnesota"
56140,"Ihlen, Minnesota"
56147,"Kenneth, Minnesota"
56166,"Revere, Minnesota"
56215,"Benson, Minnesota"
56270,"Morton, Minnesota"
56292,"Vesta, Minnesota"
56311,"Barrett, Minnesota"
56321,"Collegeville, Minnesota"
56324,"Dalton, Minnesota"
56330,"Foreston, Minnesota"
56379,"Sauk Rapids, Minnesota"
56381,"Starbuck, Minnesota"
56518,"Bluffton, Minnesota"
56551,"Henning, Minnesota"
56553,"Kent, Minnesota"
56585,"Ulen, Minnesota"
56591,"White Earth, Minnesota"
56647,"Hines, Minnesota"
56668,"Ranier, Minnesota"
56754,"Saint Hilaire, Minnesota"
56760,"Viking, Minnesota"
57057,"Rutland, South Dakota"
57065,"Trent, South Dakota"
57067,"Utica, South Dakota"
57071,"Volga, South Dakota"
57213,"Astoria, South Dakota"
57245,"Kranzburg, South Dakota"
57278,"Willow Lake, South Dakota"
57367,"Pickstown, South Dakota"
57379,"Virgil, South Dakota"
57426,"Barnard, South Dakota"
57474,"Stratford, South Dakota"
57531,"Draper, South Dakota"
57562,"Okaton, South Dakota"
57568,"Presho, South Dakota"
57652,"Ridgeview, South Dakota"
57657,"Trail City, South Dakota"
57661,"Whitehorse, South Dakota"
57758,"Mud Butte, South Dakota"
57772,"Porcupine, South Dakota"
58064,"Page, North Dakota"
58282,"Walhalla, North Dakota"
58345,"Lawton, North Dakota"
58352,"Munich, North Dakota"
58429,"Dazey, North Dakota"
58441,"Fullerton, North Dakota"
58454,"Jud, North Dakota"
58475,"Pettibone, North Dakota"
58563,"New Salem, North Dakota"
58645,"Medora, North Dakota"
22181,"Vienna, Virginia"
22567,"Unionville, Virginia"
22922,"Arrington, Virginia"
22943,"Greenwood, Virginia"
23002,"Amelia Court House, Virginia"
23009,"Aylett, Virginia"
23117,"Mineral, Virginia"
23128,"North, Virginia"
23228,"Henrico, Virginia"
23356,"Greenbackville, Virginia"
23440,"Tangier, Virginia"
23480,"Wachapreague, Virginia"
23603,"Newport News, Virginia"
23606,"Newport News, Virginia"
23690,"Yorktown, Virginia"
23878,"Sedley, Virginia"
23882,"Stony Creek, Virginia"
23943,"Hampden Sydney, Virginia"
23950,"La Crosse, Virginia"
23976,"Wylliesburg, Virginia"
24084,"Dublin, Virginia"
24225,"Cleveland, Virginia"
24245,"Dungannon, Virginia"
24279,"Pound, Virginia"
24281,"Rose Hill, Virginia"
24401,"Staunton, Virginia"
24426,"Covington, Virginia"
24517,"Altavista, Virginia"
24813,"Bartley, West Virginia"
24817,"Bradshaw, West Virginia"
24834,"Fanrock, West Virginia"
25009,"Ashford, West Virginia"
25030,"Bomont, West Virginia"
25061,"Drybranch, West Virginia"
25103,"Hansford, West Virginia"
25211,"Widen, West Virginia"
25313,"Charleston, West Virginia"
25540,"Midkiff, West Virginia"
25836,"Eccles, West Virginia"
25971,"Lerona, West Virginia"
26151,"Mount Zion, West Virginia"
26282,"Monterville, West Virginia"
26378,"Jane Lew, West Virginia"
26448,"Wallace, West Virginia"
26631,"Napier, West Virginia"
26676,"Leivasy, West Virginia"
26814,"Riverton, West Virginia"
26817,"Bloomery, West Virginia"
26818,"Fisher, West Virginia"
27054,"Woodleaf, North Carolina"
27212,"Blanch, North Carolina"
27235,"Colfax, North Carolina"
27242,"Eagle Springs, North Carolina"
27248,"Franklinville, North Carolina"
27299,"Linwood, North Carolina"
27341,"Seagrove, North Carolina"
27349,"Snow Camp, North Carolina"
27807,"Bailey, North Carolina"
27823,"Enfield, North Carolina"
27872,"Roxobel, North Carolina"
27916,"Aydlett, North Carolina"
27924,"Colerain, North Carolina"
27927,"Corolla, North Carolina"
27929,"Currituck, North Carolina"
27985,"Winfall, North Carolina"
28075,"Harrisburg, North Carolina"
28097,"Locust, North Carolina"
28104,"Matthews, North Carolina"
28110,"Monroe, North Carolina"
28133,"Peachland, North Carolina"
28206,"Charlotte, North Carolina"
28338,"Ellerbe, North Carolina"
28341,"Faison, North Carolina"
28521,"Chinquapin, North Carolina"
28526,"Dover, North Carolina"
28646,"Linville, North Carolina"
28657,"Newland, North Carolina"
28732,"Fletcher, North Carolina"
28787,"Weaverville, North Carolina"
28791,"Hendersonville, North Carolina"
29053,"Gaston, South Carolina"
29104,"Mayesville, South Carolina"
29107,"Neeses, South Carolina"
29209,"Columbia, South Carolina"
29365,"Lyman, South Carolina"
29434,"Cordesville, South Carolina"
29479,"Saint Stephen, South Carolina"
29649,"Greenwood, South Carolina"
29680,"Simpsonville, South Carolina"
29829,"Graniteville, South Carolina"
29928,"Hilton Head Island, South Carolina"
30055,"Mansfield, Georgia"
30092,"Peachtree Corners, Georgia"
30105,"Armuchee, Georgia"
30147,"Lindale, Georgia"
30276,"Senoia, Georgia"
30305,"Atlanta, Georgia"
30317,"Atlanta, Georgia"
30341,"Atlanta, Georgia"
30445,"Mount Vernon, Georgia"
30451,"Pulaski, Georgia"
30453,"Reidsville, Georgia"
30531,"Cornelia, Georgia"
30535,"Demorest, Georgia"
30541,"Epworth, Georgia"
30566,"Oakwood, Georgia"
30641,"Good Hope, Georgia"
30664,"Sharon, Georgia"
30668,"Tignall, Georgia"
30733,"Plainville, Georgia"
30735,"Resaca, Georgia"
30752,"Trenton, Georgia"
58736,"Drake, North Dakota"
31082,"Sandersville, Georgia"
31091,"Unadilla, Georgia"
31322,"Pooler, Georgia"
31408,"Savannah, Georgia"
31566,"Waynesville, Georgia"
31568,"White Oak, Georgia"
32009,"Bryceville, Florida"
32177,"Palatka, Florida"
32193,"Welaka, Florida"
32361,"Wacissa, Florida"
32409,"Panama City, Florida"
32428,"Chipley, Florida"
32442,"Grand Ridge, Florida"
32461,"Inlet Beach, Florida"
32564,"Holt, Florida"
32567,"Laurel Hill, Florida"
32570,"Milton, Florida"
32720,"Deland, Florida"
32779,"Longwood, Florida"
32811,"Orlando, Florida"
32940,"Melbourne, Florida"
32955,"Rockledge, Florida"
33031,"Homestead, Florida"
33051,"Key Colony Beach, Florida"
33140,"Miami Beach, Florida"
33149,"Key Biscayne, Florida"
33187,"Miami, Florida"
33401,"West Palm Beach, Florida"
33541,"Zephyrhills, Florida"
33585,"Sumterville, Florida"
33618,"Tampa, Florida"
33715,"Saint Petersburg, Florida"
33759,"Clearwater, Florida"
33773,"Largo, Florida"
33774,"Largo, Florida"
33785,"Indian Rocks Beach, Florida"
33834,"Bowling Green, Florida"
33896,"Davenport, Florida"
33905,"Fort Myers, Florida"
33944,"Palmdale, Florida"
33948,"Port Charlotte, Florida"
33991,"Cape Coral, Florida"
34268,"Nocatee, Florida"
34275,"Nokomis, Florida"
34434,"Dunnellon, Florida"
34688,"Tarpon Springs, Florida"
34715,"Clermont, Florida"
34945,"Fort Pierce, Florida"
35051,"Columbiana, Alabama"
35054,"Cropwell, Alabama"
35057,"Cullman, Alabama"
35060,"Docena, Alabama"
35176,"Vandiver, Alabama"
35580,"Parrish, Alabama"
35581,"Phil Campbell, Alabama"
35585,"Spruce Pine, Alabama"
35763,"Owens Cross Roads, Alabama"
35776,"Woodville, Alabama"
36037,"Greenville, Alabama"
36054,"Millbrook, Alabama"
36066,"Prattville, Alabama"
36079,"Troy, Alabama"
36263,"Graham, Alabama"
36301,"Dothan, Alabama"
36303,"Dothan, Alabama"
36311,"Ariton, Alabama"
36353,"Newville, Alabama"
36502,"Atmore, Alabama"
36572,"Satsuma, Alabama"
36616,"Mobile, Alabama"
36742,"Gallion, Alabama"
36776,"Sawyerville, Alabama"
36856,"Fort Mitchell, Alabama"
36874,"Salem, Alabama"
37098,"Lyles, Tennessee"
37140,"Only, Tennessee"
37172,"Springfield, Tennessee"
37421,"Chattanooga, Tennessee"
37620,"Bristol, Tennessee"
37641,"Chuckey, Tennessee"
37690,"Telford, Tennessee"
37771,"Lenoir City, Tennessee"
37862,"Sevierville, Tennessee"
38049,"Mason, Tennessee"
38054,"Millington, Tennessee"
38104,"Memphis, Tennessee"
38313,"Beech Bluff, Tennessee"
38367,"Ramer, Tennessee"
38376,"Shiloh, Tennessee"
38453,"Dellrose, Tennessee"
38477,"Prospect, Tennessee"
38506,"Cookeville, Tennessee"
38577,"Pall Mall, Tennessee"
38580,"Rickman, Tennessee"
38623,"Darling, Mississippi"
38658,"Pope, Mississippi"
38731,"Chatham, Mississippi"
38773,"Shaw, Mississippi"
38851,"Houston, Mississippi"
38916,"Calhoun City, Mississippi"
38923,"Coila, Mississippi"
38946,"Morgan City, Mississippi"
38948,"Oakland, Mississippi"
39159,"Rolling Fork, Mississippi"
39475,"Purvis, Mississippi"
39477,"Sandersville, Mississippi"
39577,"Wiggins, Mississippi"
39666,"Summit, Mississippi"
39746,"Hamilton, Mississippi"
39751,"Mantee, Mississippi"
39836,"Coleman, Georgia"
39841,"Damascus, Georgia"
39846,"Edison, Georgia"
40022,"Finchville, Kentucky"
40050,"New Castle, Kentucky"
40075,"Turners Station, Kentucky"
40211,"Louisville, Kentucky"
40214,"Louisville, Kentucky"
40291,"Louisville, Kentucky"
40356,"Nicholasville, Kentucky"
40743,"London, Kentucky"
40874,"Warbranch, Kentucky"
40927,"Closplint, Kentucky"
40995,"Trosper, Kentucky"
41005,"Burlington, Kentucky"
41014,"Covington, Kentucky"
41049,"Hillsboro, Kentucky"
41099,"Newport, Kentucky"
41224,"Inez, Kentucky"
41650,"Melvin, Kentucky"
42053,"Kevil, Kentucky"
42154,"Knob Lick, Kentucky"
42211,"Cadiz, Kentucky"
42262,"Oak Grove, Kentucky"
42275,"Roundhill, Kentucky"
42728,"Columbia, Kentucky"
43044,"Mechanicsburg, Ohio"
43128,"Jeffersonville, Ohio"
43227,"Columbus, Ohio"
43235,"Columbus, Ohio"
43331,"Lakeview, Ohio"
43431,"Gibsonburg, Ohio"
43452,"Port Clinton, Ohio"
43525,"Haskins, Ohio"
43623,"Toledo, Ohio"
43731,"Crooksville, Ohio"
43832,"Newcomerstown, Ohio"
43842,"Trinway, Ohio"
43920,"East Liverpool, Ohio"
43943,"Rayland, Ohio"
44022,"Chagrin Falls, Ohio"
44028,"Columbia Station, Ohio"
44090,"Wellington, Ohio"
44104,"Cleveland, Ohio"
44212,"Brunswick, Ohio"
44333,"Akron, Ohio"
44449,"North Benton, Ohio"
44483,"Warren, Ohio"
44491,"West Farmington, Ohio"
44676,"Shreve, Ohio"
